question,answer,first_instruction,history,current_view_coord,previous_views_coord,map_name,gps_botm_left,gps_top_right,lng_ratio,lat_ratio
 I cannot follow the instruction any more. Please further explain it. How does the destination look like?.  , Destination looks like a row of three very long multi-story buildings to your five o'clock.  , Go Straight then cross the some buildings and trees and reached destination of the buildings.  ,[' [INS] Go Straight then cross the some buildings and trees and reached destination of the buildings.  '],"[[19.090025999530212, 72.84146703858187], [19.09065210658821, 72.84077167508741], [19.091347470826392, 72.8413977797159], [19.090721363768395, 72.84209314435074]]",[],1586,"[19.087507514808884, 72.84007900384785]","[19.096651271330835, 72.8497004543988]",3.2504900509969008e-06,3.2493804271320986e-06
 How to go to destinaton?.  , Go backwards till you reach the next building and you have reached the destination.  , Destination is three large condo buildings to the seven o'clock direction.  ,"["" [INS] Destination is three large condo buildings to the seven o'clock direction..  ""]","[[19.093643526515557, 72.84175768126215], [19.094491482324973, 72.84192250778993], [19.09432665520222, 72.84277046221106], [19.093478700781088, 72.84260563488999]]",[],1586,"[19.087507514808884, 72.84007900384785]","[19.096651271330835, 72.8497004543988]",3.2504900509969008e-06,3.2493804271320986e-06
 Where should I go now? .  ," Move towards 6 o'clock direction, grey colored building is your destination.  ", Destination is a long warehouse with a silver roof to your five o'clock.  ,"["" [INS] Destination is a long warehouse with a silver roof to your five o'clock..  ""]","[[40.978062212691384, 28.69351475888501], [40.9786902816241, 28.694560024656454], [40.977645015441624, 28.695188091534053], [40.97701695000261, 28.694142823913005]]",[],2303,"[40.97101087358949, 28.692443461153598]","[40.98019294886914, 28.704559490479188]",3.367434498496497e-06,3.3670976456360664e-06
 Which direction should I go?.  , Move reverse direction in nearest by large size of grey color building in your destination.  , Destination is a long warehouse with a silver roof to your five o'clock.  ,"["" [INS] Destination is a long warehouse with a silver roof to your five o'clock..  "", ""[QUE] Where should I go now? .  [INS] Move towards 6 o'clock direction, grey colored building is your destination..  ""]","[[40.97705089067786, 28.695369389759527], [40.97642281866247, 28.694324124810123], [40.97746808422841, 28.69369605495261], [40.978096151722546, 28.69474132164886]]","[[[40.978062212691384, 28.69351475888501], [40.9786902816241, 28.694560024656454], [40.977645015441624, 28.695188091534053], [40.97701695000261, 28.694142823913005]]]",2303,"[40.97101087358949, 28.692443461153598]","[40.98019294886914, 28.704559490479188]",3.367434498496497e-06,3.3670976456360664e-06
 Can you tell me which part of the building is the target?.  ," Move towards 12 o'clock direction, red colored building is your destination.  "," Drone, alter course slightly toward your 1 o'clock. Fly over the tan building, then the paved road. Look for a red oil refinery building. This is your destination.  ","["" [INS] Drone, alter course slightly toward your 1 o'clock. Fly over the tan building, then the paved road. Look for a red oil refinery building. This is your destination..  ""]","[[40.978922564908636, 28.69930193218272], [40.97811931698715, 28.700407505870757], [40.977016466118734, 28.699606240208805], [40.97781971352644, 28.69850065912236]]",[],2303,"[40.97101087358949, 28.692443461153598]","[40.98019294886914, 28.704559490479188]",3.367434498496497e-06,3.3670976456360664e-06
 which one is the target?.  , Move towards 11'o clock direction. after passing a small tower comparetively. your destination is a silver color tower sorrounded by other towers.  ," Hi drone, head towards your 9 o'clock position. After passing both a small and large white, circular building; stop. Your destination is a small circular building above the small building you've passed.  ","["" [INS] Hi drone, head towards your 9 o'clock position. After passing both a small and large white, circular building; stop. Your destination is a small circular building above the small building you've passed..  ""]","[[40.97473762380476, 28.700647376310727], [40.975091625703726, 28.70089525174739], [40.97484568001846, 28.70124649445123], [40.97449167811949, 28.700998619014566]]",[],2303,"[40.97101087358949, 28.692443461153598]","[40.98019294886914, 28.704559490479188]",3.367434498496497e-06,3.3670976456360664e-06
 I cannot find the silver color tower.  , move very little forward on your 11:30 o'clock direction to reach the destination tower.  ," Hi drone, head towards your 9 o'clock position. After passing both a small and large white, circular building; stop. Your destination is a small circular building above the small building you've passed.  ","["" [INS] Hi drone, head towards your 9 o'clock position. After passing both a small and large white, circular building; stop. Your destination is a small circular building above the small building you've passed..  "", ""[QUE] which one is the target?.  [INS] Move towards 11'o clock direction. after passing a small tower comparetively. your destination is a silver color tower sorrounded by other towers..  ""]","[[40.9742904169055, 28.69978126420099], [40.97586659715553, 28.699919182033117], [40.975728986357325, 28.701492012859475], [40.9741528061073, 28.701354095027348]]","[[[40.97473762380476, 28.700647376310727], [40.975091625703726, 28.70089525174739], [40.97484568001846, 28.70124649445123], [40.97449167811949, 28.700998619014566]]]",2303,"[40.97101087358949, 28.692443461153598]","[40.98019294886914, 28.704559490479188]",3.367434498496497e-06,3.3670976456360664e-06
 Where should I go now? What do you mean by center of three?.  , Your right side is your destination.  , Destination is the center of three water coolers at the field to your south.  ,[' [INS] Destination is the center of three water coolers at the field to your south..  '],"[[40.973087652477744, 28.69580566953314], [40.97311515482609, 28.695017971112723], [40.97390285180793, 28.695045472844534], [40.97387535110367, 28.69583317126495]]",[],2303,"[40.97101087358949, 28.692443461153598]","[40.98019294886914, 28.704559490479188]",3.367434498496497e-06,3.3670976456360664e-06
 Where should I go now?.  , Move towards your 9 o'clock direction. The destination is the second next tank from the one you are currently on.  , Destination is the center of three water coolers at the field to your south.  ,"[' [INS] Destination is the center of three water coolers at the field to your south..  ', '[QUE] Where should I go now? What do you mean by center of three?.  [INS] Your right side is your destination.  ']","[[40.97320954297745, 28.695405205496236], [40.9732295203229, 28.69483300913457], [40.97380171442394, 28.694852986685536], [40.97378173790054, 28.695425183047202]]","[[[40.973087652477744, 28.69580566953314], [40.97311515482609, 28.695017971112723], [40.97390285180793, 28.695045472844534], [40.97387535110367, 28.69583317126495]]]",2303,"[40.97101087358949, 28.692443461153598]","[40.98019294886914, 28.704559490479188]",3.367434498496497e-06,3.3670976456360664e-06
 I cannot follow the instruction any more. Please further explain it. In what direction is our destination? What is the destination look like?.  , Destination is straight ahead. It looks like a sparsely populated parking lot with a hedge in the middle.  , Move 3 o clock and turn 3 o clock and turn 4 o clock and go straight some cars park away is your destination.  ,[' [INS] Move 3 o clock and turn 3 o clock and turn 4 o clock and go straight some cars park away is your destination.  '],"[[18.428960110133502, -69.67914924718644], [18.42864610653541, -69.67866571506086], [18.428162581073664, -69.67897971902916], [18.428476584671756, -69.67946324782284]]",[],2131,"[18.424083587319938, -69.68564268486243]","[18.433157691521895, -69.67614819543105]",3.029511624562606e-06,3.032788837552935e-06
 which part of the parking lot is the target?.  , It's a part just behind you with a green lane.  , Move 3 o clock and turn 3 o clock and turn 4 o clock and go straight some cars park away is your destination.  ,"[' [INS] Move 3 o clock and turn 3 o clock and turn 4 o clock and go straight some cars park away is your destination.  ', '[QUE] I cannot follow the instruction any more. Please further explain it. In what direction is our destination? What is the destination look like?.  [INS] Destination is straight ahead. It looks like a sparsely populated parking lot with a hedge in the middle..  ']","[[18.431900520727744, -69.67865384650472], [18.430294666072317, -69.67618095002538], [18.427821829752666, -69.67778683318724], [18.429427697365565, -69.68025967746648]]","[[[18.428960110133502, -69.67914924718644], [18.42864610653541, -69.67866571506086], [18.428162581073664, -69.67897971902916], [18.428476584671756, -69.67946324782284]]]",2131,"[18.424083587319938, -69.68564268486243]","[18.433157691521895, -69.67614819543105]",3.029511624562606e-06,3.032788837552935e-06
 What is the destination look like?.  , Destination is a black roof with white trim at your six o'clock.  ," Hi drone, head east and after passing the street your destination is the building in the middle.  ","[' [INS] Hi drone, head east and after passing the street your destination is the building in the middle..  ']","[[18.427497257974682, -69.67694829319015], [18.426708607004336, -69.67697583263059], [18.42673614644477, -69.67776449026478], [18.42752479778533, -69.67773695008393]]",[],2131,"[18.424083587319938, -69.68564268486243]","[18.433157691521895, -69.67614819543105]",3.029511624562606e-06,3.032788837552935e-06
 Which direction should I go?.  , You should go to your eleven o'clock.  ," Hi drone, head east and after passing the street your destination is the building in the middle.  ","[' [INS] Hi drone, head east and after passing the street your destination is the building in the middle..  ', ""[QUE] What is the destination look like?.  [INS] Destination is a black roof with white trim at your six o'clock..  ""]","[[18.42665836552915, -69.67862482695752], [18.42766251554559, -69.67858976477915], [18.427627454848075, -69.67758560217545], [18.426623303350777, -69.67762066435382]]","[[[18.427497257974682, -69.67694829319015], [18.426708607004336, -69.67697583263059], [18.42673614644477, -69.67776449026478], [18.42752479778533, -69.67773695008393]]]",2131,"[18.424083587319938, -69.68564268486243]","[18.433157691521895, -69.67614819543105]",3.029511624562606e-06,3.032788837552935e-06
 I cannot follow the instruction any more. Please further explain it. Which direction should I go?.  , Move backward and go straight blue building is your destination.  , Destination is a small T-shaped building in your nine o'clock direction.  ,"["" [INS] Destination is a small T-shaped building in your nine o'clock direction..  ""]","[[18.429289718087865, -69.67759933779165], [18.42852713569979, -69.67637892979147], [18.4273093003131, -69.67713991026581], [18.428071887513948, -69.67836031530427]]",[],2131,"[18.424083587319938, -69.68564268486243]","[18.433157691521895, -69.67614819543105]",3.029511624562606e-06,3.032788837552935e-06
 Which direction should I go?.  , Please turn on the south.  , Destination is an empty parking lot in the center of the complex behind you at the five o'clock.  ,"["" [INS] Destination is an empty parking lot in the center of the complex behind you at the five o'clock..  ""]","[[18.43033451710501, -69.67919402024484], [18.431456291904002, -69.67854636137665], [18.43081015701961, -69.6774272186104], [18.429688376667418, -69.67807487451688]]",[],2131,"[18.424083587319938, -69.68564268486243]","[18.433157691521895, -69.67614819543105]",3.029511624562606e-06,3.032788837552935e-06
 Which direction should I go?.  , You have to turn to 5 o'clock and move forward to arrive at the destination.  , Destination is the parking lot that is vacant save for two vehicles at your five o'clock direction.  ,"["" [INS] Destination is the parking lot that is vacant save for two vehicles at your five o'clock direction..  ""]","[[18.429578829351275, -69.67630018363937], [18.428736927984442, -69.67649454275526], [18.428931292283323, -69.67733644523274], [18.42977319402037, -69.67714208611685]]",[],2131,"[18.424083587319938, -69.68564268486243]","[18.433157691521895, -69.67614819543105]",3.029511624562606e-06,3.032788837552935e-06
 Which direction should I go?.  , Go forward.  , Destination is the parking lot that is vacant save for two vehicles at your five o'clock direction.  ,"["" [INS] Destination is the parking lot that is vacant save for two vehicles at your five o'clock direction..  "", ""[QUE] Which direction should I go?.  [INS] You have to turn to 5 o'clock and move forward to arrive at the destination..  ""]","[[18.428407933869508, -69.6777425663043], [18.429440430391775, -69.67805824882053], [18.429756104763307, -69.67702574933655], [18.428723607870825, -69.6767100660799]]","[[[18.429578829351275, -69.67630018363937], [18.428736927984442, -69.67649454275526], [18.428931292283323, -69.67733644523274], [18.42977319402037, -69.67714208611685]]]",2131,"[18.424083587319938, -69.68564268486243]","[18.433157691521895, -69.67614819543105]",3.029511624562606e-06,3.032788837552935e-06
 How to go to destinaton?.  , You just have to keep moving ahead to arrive at the destination.  ," Hi drone, head forward towards your 11 o'clock direction. After passing the ground and two roads will reach a parking area. The destination is a parking slot in the middle of the parking area.  ","["" [INS] Hi drone, head forward towards your 11 o'clock direction. After passing the ground and two roads will reach a parking area. The destination is a parking slot in the middle of the parking area..  ""]","[[18.430112256065925, -69.67881604050288], [18.429878820361775, -69.67761511683823], [18.42867785893534, -69.67784854976577], [18.428911299267156, -69.6790494919411]]",[],2131,"[18.424083587319938, -69.68564268486243]","[18.433157691521895, -69.67614819543105]",3.029511624562606e-06,3.032788837552935e-06
 In what direction is our destination?.  , our destination is on you'r 9 o'clock direction.  , The destination is the full parking lot to the east at your five o'clock.  ,"["" [INS] The destination is the full parking lot to the east at your five o'clock..  ""]","[[18.429833818272304, -69.67703644554986], [18.428875337790895, -69.67672500642055], [18.428564845667673, -69.67768059479425], [18.42952332170652, -69.67799203688526]]",[],2131,"[18.424083587319938, -69.68564268486243]","[18.433157691521895, -69.67614819543105]",3.029511624562606e-06,3.032788837552935e-06
 Which direction should I go?.  , Your destination is in Your view. Please turn back. You will see 3 boats.  Next them there is a building. That's  Your destination.  , Destination is a red roofed wharf far into the ocean at your five o'clock.  ,"["" [INS] Destination is a red roofed wharf far into the ocean at your five o'clock..  ""]","[[37.95164050441199, 23.55063808715742], [37.952887615810155, 23.550082847481043], [37.95344285160629, 23.551329956982205], [37.952195739518295, 23.551885197607085]]",[],2555,"[37.950894200065484, 23.549678597406206]","[37.96014773910224, 23.561366349394987]",2.8258587980608273e-06,2.825508102825345e-06
 In what direction is our destination? What is the destination look like?.  , The destination is directly South of you. You will go the land and over the water. It is a dark grey ship on the water in the middle of other ships.  , Destination is the small black barge in the dock to the five o'clock direction.  ,"["" [INS] Destination is the small black barge in the dock to the five o'clock direction..  ""]","[[37.95263593475915, 23.55056749891221], [37.95398628067627, 23.550076005709705], [37.954477770774574, 23.5514263443837], [37.95312742554728, 23.551917841725132]]",[],2555,"[37.950894200065484, 23.549678597406206]","[37.96014773910224, 23.561366349394987]",2.8258587980608273e-06,2.825508102825345e-06
 How to go to destinaton? What is destination's color and shape?.  , Go towards 11 o'clock. You will see a lighter colored boat on the edge of a section of boats. The light colored boat is the destination.  , Head west until you are over the third cargo hold of the large ship. Then head south until you reach the white ship. You have arrived at your destination.  ,[' [INS] Head west until you are over the third cargo hold of the large ship. Then head south until you reach the white ship. You have arrived at your destination..  '],"[[37.95268800438895, 23.552429458258164], [37.952711872896245, 23.551061710046298], [37.954076795427554, 23.551085529317593], [37.95405292554062, 23.552453277098323]]",[],2555,"[37.950894200065484, 23.549678597406206]","[37.96014773910224, 23.561366349394987]",2.8258587980608273e-06,2.825508102825345e-06
 I see many small ships. Am I near the destination? What is destination's color and shape?.  , Go past the rusty ship you are over and over top of the nicer ship next to it. The next small boat is the destination. The boat is multicolored but mostly dark.  ," Hi drone, head forward and pass over the ship and your destination is the small ship by the station.  ","[' [INS] Hi drone, head forward and pass over the ship and your destination is the small ship by the station..  ']","[[37.95422299690466, 23.549994734950346], [37.955904261143324, 23.55214664245607], [37.95375236010468, 23.553827905315092], [37.95207111656065, 23.551675997723144]]",[],2555,"[37.950894200065484, 23.549678597406206]","[37.96014773910224, 23.561366349394987]",2.8258587980608273e-06,2.825508102825345e-06
 I see many gray buildings. Is the destination in my view? Where should I go now?.  , turn 90 degree right frist brown roof  building is your destination.  , Destination is the southernmost gray building to your four o'clock.  ,"["" [INS] Destination is the southernmost gray building to your four o'clock..  ""]","[[39.9568744578817, 32.64653821493015], [39.95726358805191, 32.64470745697137], [39.95909140440536, 32.64509596447133], [39.95870227423516, 32.646926722430116]]",[],1129,"[39.956467658912736, 32.63743756689637]","[39.96550501887132, 32.64919807917451]",2.997836420632382e-06,2.9934945208963547e-06
 I see the brown roof building. Can I see the destination? What is destination's color and shape? Where should I go now? .  ," Turn north, and go forward just past the building with a brown striped roof. Look east and the building with a white roof is the destination.  ", Destination is the southernmost gray building to your four o'clock.  ,"["" [INS] Destination is the southernmost gray building to your four o'clock..  "", '[QUE] I see many gray buildings. Is the destination in my view? Where should I go now?.  [INS] turn 90 degree right frist brown roof  building is your destination.  ']","[[39.95727148719973, 32.64442630858084], [39.958750706877396, 32.644740714667236], [39.95843691980708, 32.64621699420123], [39.95695770086025, 32.64590258665317]]","[[[39.9568744578817, 32.64653821493015], [39.95726358805191, 32.64470745697137], [39.95909140440536, 32.64509596447133], [39.95870227423516, 32.646926722430116]]]",1129,"[39.956467658912736, 32.63743756689637]","[39.96550501887132, 32.64919807917451]",2.997836420632382e-06,2.9934945208963547e-06
 I see a long pathway. Is the destination in my view? Which direction should I go?.  ," No, the destination is not in your view. You have to turn to 4 o'clock and move forward to arrive at the destination.  "," Hello, you have to head backwards, your destination is on the pathway.  ","[' [INS] Hello, you have to head backwards, your destination is on the pathway..  ']","[[39.96185984930487, 32.64717340415521], [39.96064478944034, 32.647301117330876], [39.96051707480301, 32.64608606038968], [39.96173213466754, 32.64595834575235]]",[],1129,"[39.956467658912736, 32.63743756689637]","[39.96550501887132, 32.64919807917451]",2.997836420632382e-06,2.9934945208963547e-06
 I see the pathway. Am I near the destination? How does the destination look like? In what direction is our destination? .  , go forward the small brown building between two long brown building is your destination.  ," Hello, you have to head backwards, your destination is on the pathway.  ","[' [INS] Hello, you have to head backwards, your destination is on the pathway..  ', ""[QUE] I see a long pathway. Is the destination in my view? Which direction should I go?.  [INS] No, the destination is not in your view. You have to turn to 4 o'clock and move forward to arrive at the destination..  ""]","[[39.959023371319695, 32.64694175780047], [39.95942326009167, 32.645337833058335], [39.961027179717966, 32.64573772036864], [39.96062729167683, 32.64734164584161]]","[[[39.96185984930487, 32.64717340415521], [39.96064478944034, 32.647301117330876], [39.96051707480301, 32.64608606038968], [39.96173213466754, 32.64595834575235]]]",1129,"[39.956467658912736, 32.63743756689637]","[39.96550501887132, 32.64919807917451]",2.997836420632382e-06,2.9934945208963547e-06
 I see some orange roofed house. Am I near the destination? In what direction is our destination?.  , The orange roof house closest to you is the destination. Just travel backwards to reach it.  , Destination is the orange roofed house near the warehouses at your seven o'clock.  ,"["" [INS] Destination is the orange roofed house near the warehouses at your seven o'clock..  ""]","[[39.95970562177948, 32.648821521843566], [39.957664113694165, 32.648118570253864], [39.95836609035182, 32.64607987039675], [39.96040760720713, 32.64678282856396]]",[],1129,"[39.956467658912736, 32.63743756689637]","[39.96550501887132, 32.64919807917451]",2.997836420632382e-06,2.9934945208963547e-06
 I see two rectangular roofed silver buildings. What is destination's color and shape? Is the destination in my view?.  , Move towards 7'o clock direction. Your destination is a silver color building in third row.  , Destination is the rectangular roofed silver building at the three o'clock direction.  ,"["" [INS] Destination is the rectangular roofed silver building at the three o'clock direction..  ""]","[[39.95847839225241, 32.64722370366927], [39.9571765977843, 32.646092064077834], [39.95830823152907, 32.64479026887889], [39.95961002892051, 32.64592190627783]]",[],1129,"[39.956467658912736, 32.63743756689637]","[39.96550501887132, 32.64919807917451]",2.997836420632382e-06,2.9934945208963547e-06
 I see multiple buildings. Is the destination in my view? How does the destination look like?.  , Move towards 2'o clock direction and crossing the gray building. Your destination is a brown color building with trees in front.  ," Hi drone, head east and pass over the fields and your destination is the second building by the green park.  ","[' [INS] Hi drone, head east and pass over the fields and your destination is the second building by the green park..  ']","[[39.959873696281655, 32.64755583837225], [39.95809441422371, 32.64730577487804], [39.95834447917958, 32.64552648149217], [39.9601237626992, 32.64577654571721]]",[],1129,"[39.956467658912736, 32.63743756689637]","[39.96550501887132, 32.64919807917451]",2.997836420632382e-06,2.9934945208963547e-06
 I see some brown color buildings. Is the destination in my view? What is destination's color and shape? How to go to destinaton?.  ," Yes, the destination is in your view, you should turn on 4 o'clock and fly to the brown-roof house - it's your final point.  "," Hi drone, head east and pass over the fields and your destination is the second building by the green park.  ","[' [INS] Hi drone, head east and pass over the fields and your destination is the second building by the green park..  ', ""[QUE] I see multiple buildings. Is the destination in my view? How does the destination look like?.  [INS] Move towards 2'o clock direction and crossing the gray building. Your destination is a brown color building with trees in front..  ""]","[[39.95879577276295, 32.6478176220131], [39.95794630511012, 32.647153940306474], [39.958609994125084, 32.646304463883645], [39.95945945958541, 32.64696814778277]]","[[[39.959873696281655, 32.64755583837225], [39.95809441422371, 32.64730577487804], [39.95834447917958, 32.64552648149217], [39.9601237626992, 32.64577654571721]]]",1129,"[39.956467658912736, 32.63743756689637]","[39.96550501887132, 32.64919807917451]",2.997836420632382e-06,2.9934945208963547e-06
 I see many orange houses. Is the destination in my view? How does the destination look like? .  , Go to the 12'O clock direction then cross the building and reached for destination of the house.  ," Hi Drone, move forward towards 3 o'clock. Your destination will be located after you pass over a large green space and you fly over a house with an orange roof. Your destination will be second house with a graonge roof.  ","["" [INS] Hi Drone, move forward towards 3 o'clock. Your destination will be located after you pass over a large green space and you fly over a house with an orange roof. Your destination will be second house with a graonge roof..  ""]","[[39.7774463232831, 32.666859220747426], [39.778301097608065, 32.66608958018607], [39.779070739632466, 32.66694435377951], [39.77821596457598, 32.66771399653543]]",[],871,"[39.77633665508675, 32.6617462351403]","[39.785379527334115, 32.673467278602445]",2.9969428438120155e-06,2.9963128718902534e-06
 I see many orange houses. Is the destination in my view? I cannot follow the instruction any more. Please further explain it. .  ," Turn to the east and go forward until a street crosses in front of you. Follow that street northwest, passing a building with a circle driveway, and the destination is the next building with a red roof that has two entrances on the east side of the street.  "," Hi Drone, move forward towards 3 o'clock. Your destination will be located after you pass over a large green space and you fly over a house with an orange roof. Your destination will be second house with a graonge roof.  ","["" [INS] Hi Drone, move forward towards 3 o'clock. Your destination will be located after you pass over a large green space and you fly over a house with an orange roof. Your destination will be second house with a graonge roof..  "", ""[QUE] I see many orange houses. Is the destination in my view? How does the destination look like? .  [INS] Go to the 12'O clock direction then cross the building and reached for destination of the house..  ""]","[[39.77677958171053, 32.66611881247097], [39.77763435603549, 32.665349173006895], [39.77840399805989, 32.66620394660033], [39.777549223003405, 32.666973588258976]]","[[[39.7774463232831, 32.666859220747426], [39.778301097608065, 32.66608958018607], [39.779070739632466, 32.66694435377951], [39.77821596457598, 32.66771399653543]]]",871,"[39.77633665508675, 32.6617462351403]","[39.785379527334115, 32.673467278602445]",2.9969428438120155e-06,2.9963128718902534e-06
 I see the red building with two entrance. I cannot follow the instruction any more. Please further explain it. .  , In order to reach your destination you should move straight forward a couple of meters.  ," Hi Drone, move forward towards 3 o'clock. Your destination will be located after you pass over a large green space and you fly over a house with an orange roof. Your destination will be second house with a graonge roof.  ","["" [INS] Hi Drone, move forward towards 3 o'clock. Your destination will be located after you pass over a large green space and you fly over a house with an orange roof. Your destination will be second house with a graonge roof..  "", ""[QUE] I see many orange houses. Is the destination in my view? How does the destination look like? .  [INS] Go to the 12'O clock direction then cross the building and reached for destination of the house..  "", '[QUE] I see many orange houses. Is the destination in my view? I cannot follow the instruction any more. Please further explain it. .  [INS] Turn to the east and go forward until a street crosses in front of you. Follow that street northwest, passing a building with a circle driveway, and the destination is the next building with a red roof that has two entrances on the east side of the street..  ']","[[39.778239744622525, 32.66639400479434], [39.77854454849963, 32.6668817915088], [39.77805676032213, 32.667186593191346], [39.77775195644502, 32.66669880647689]]","[[[39.7774463232831, 32.666859220747426], [39.778301097608065, 32.66608958018607], [39.779070739632466, 32.66694435377951], [39.77821596457598, 32.66771399653543]], [[39.77677958171053, 32.66611881247097], [39.77763435603549, 32.665349173006895], [39.77840399805989, 32.66620394660033], [39.777549223003405, 32.666973588258976]]]",871,"[39.77633665508675, 32.6617462351403]","[39.785379527334115, 32.673467278602445]",2.9969428438120155e-06,2.9963128718902534e-06
 I see the truck with red dot on top. Is the destination in my view? Which direction should I go?.  ," Yes, the destination is in your view. You have to turn to 1 o'clock and move forward just a bit to reach the destination.  ", Destination is a white semi-truck with a red dot on top at your eleven o'clock direction.  ,"["" [INS] Destination is a white semi-truck with a red dot on top at your eleven o'clock direction..  ""]","[[39.78240409874242, 32.66541950951369], [39.78288002858744, 32.66605108815632], [39.78224844994481, 32.666527018001354], [39.78177252009978, 32.665895439358714]]",[],871,"[39.77633665508675, 32.6617462351403]","[39.785379527334115, 32.673467278602445]",2.9969428438120155e-06,2.9963128718902534e-06
 I see the truck. I am a liitle confused by the instruction. What should I do now. .  , The truck is your destination.  , Destination is a white semi-truck with a red dot on top at your eleven o'clock direction.  ,"["" [INS] Destination is a white semi-truck with a red dot on top at your eleven o'clock direction..  "", ""[QUE] I see the truck with red dot on top. Is the destination in my view? Which direction should I go?.  [INS] Yes, the destination is in your view. You have to turn to 1 o'clock and move forward just a bit to reach the destination..  ""]","[[39.78284085716669, 32.66560430508911], [39.782799470046506, 32.666394044940624], [39.78200973092651, 32.66635265836908], [39.78205111749806, 32.665562918517566]]","[[[39.78240409874242, 32.66541950951369], [39.78288002858744, 32.66605108815632], [39.78224844994481, 32.666527018001354], [39.78177252009978, 32.665895439358714]]]",871,"[39.77633665508675, 32.6617462351403]","[39.785379527334115, 32.673467278602445]",2.9969428438120155e-06,2.9963128718902534e-06
 I see some buildings at my 3 o'clock. Is the destination in my view? How does the destination look like?.  , you are in your destiny.  , Go to the building close to your 3 o'clock.  ,"["" [INS] Go to the building close to your 3 o'clock..  ""]","[[39.783758430450476, 32.669893972880395], [39.782369502822675, 32.67114458164247], [39.781118894609236, 32.66975565090571], [39.78250782955225, 32.668505042875154]]",[],871,"[39.77633665508675, 32.6617462351403]","[39.785379527334115, 32.673467278602445]",2.9969428438120155e-06,2.9963128718902534e-06
 I see two U-shaped buildings. Can I see the destination? Which direction should I go?.  , You can't see the destination. Go back in the direction where you came.  , Destination is a large concave U-shaped building over to your five o'clock direction.  ,"["" [INS] Destination is a large concave U-shaped building over to your five o'clock direction..  ""]","[[39.77720526514448, 32.66711068492512], [39.77680592598691, 32.66580452294231], [39.7781120872382, 32.66540518341898], [39.77851142639577, 32.66671134576755]]",[],871,"[39.77633665508675, 32.6617462351403]","[39.785379527334115, 32.673467278602445]",2.9969428438120155e-06,2.9963128718902534e-06
 I go back in the direction where I came. Is the destination in my view? Which direction should I go?.  , Go east to red building.  , Destination is a large concave U-shaped building over to your five o'clock direction.  ,"["" [INS] Destination is a large concave U-shaped building over to your five o'clock direction..  "", ""[QUE] I see two U-shaped buildings. Can I see the destination? Which direction should I go?.  [INS] You can't see the destination. Go back in the direction where you came..  ""]","[[39.777692268017205, 32.667149698530615], [39.77718785308305, 32.66549985302401], [39.77883769785814, 32.664995437724095], [39.77934211279229, 32.66664528359646]]","[[[39.77720526514448, 32.66711068492512], [39.77680592598691, 32.66580452294231], [39.7781120872382, 32.66540518341898], [39.77851142639577, 32.66671134576755]]]",871,"[39.77633665508675, 32.6617462351403]","[39.785379527334115, 32.673467278602445]",2.9969428438120155e-06,2.9963128718902534e-06
 I see some multi-story buildings. Am I near the destination? like.  ," Yes, you ara near the destination. In fact, you already at the destination.  ", Destination is the middle of three multi-story buildings at your two o'clock.  ,"["" [INS] Destination is the middle of three multi-story buildings at your two o'clock..  ""]","[[38.45083649557151, 27.169722810035225], [38.45145470194164, 27.171333273868896], [38.44984423810797, 27.171951480239034], [38.44922603173784, 27.170341016405363]]",[],2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
 I see multiple buildings. Is the destination in my view? What is destination's color and shape?.  , Go the white building straight ahead of you.  ," Hi drone, turn backwards and your destination is the corner building.  ","[' [INS] Hi drone, turn backwards and your destination is the corner building..  ']","[[38.44804028585188, 27.174112713186794], [38.449473420193186, 27.17478100684937], [38.4488051420253, 27.17621414903863], [38.44737200667785, 27.175545855376054]]",[],2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
 I see four similar buidlings. Can I see the destination? How to go to destinaton?.  ," Dear Drone, move little forward. your destination is a gray color 3 building blocks.  ", Destination is a set of four rectangular multi-tenant buildings to your eleven o'clock direction.  ,"["" [INS] Destination is a set of four rectangular multi-tenant buildings to your eleven o'clock direction..  ""]","[[38.44933617892858, 27.17648503777692], [38.446981054540544, 27.178134130881], [38.4453319650586, 27.175779011926167], [38.447687099709356, 27.174129914797494]]",[],2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
 I see multiple grey buildings. Is the destination in my view? Where should I go now?.  ," Move towards 12 o'clock direction, grey colored building is your destination.  "," Turn left, Move towards 12 o'clock direction, grey colored place is your destination.  ","["" [INS] Turn left, Move towards 12 o'clock direction, grey colored place is your destination..  ""]","[[38.448388028380684, 27.176461727403034], [38.447103894407384, 27.176619396547487], [38.44694621399407, 27.175335265793866], [38.44823034836982, 27.175177597454333]]",[],2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
